date, pm25, pm10, o3
2014/3/13, 21, 13, 
2014/3/14, 20, 13, 
2014/3/15, 19, 12, 
2014/3/16, 14, 11, 
2014/3/17, 10, 11, 
2014/3/18, 12, 12, 
2014/3/19, 14, 11, 
2014/3/20, 11, 13, 
2014/3/21, 18, 13, 
2014/3/22, 20, 14, 
2014/3/23, 24, 16, 
2014/3/24, 32, 14, 
2014/3/25, 25, 12, 
2014/3/26, 14, 11, 
2014/3/27, 11, 12, 
2014/3/28, 15, 12, 
2014/3/29, 16, 11, 
2014/3/30, 11, 13, 
2014/3/31, 21, 11, 
2018/2/1, , 11, 
2017/11/8, , 18, 
2017/6/30, , 14, 28
2017/6/8, , 11, 
2017/6/14, , 14, 8
2016/10/22, , 16, 
2016/7/19, , 12, 35
2016/8/11, , 13, 38
2016/4/24, , 12, 
2016/6/21, , 12, 39
2016/6/28, , 13, 27
2016/3/30, , 13, 
2015/11/5, , 17, 
2015/11/27, , 25, 
2016/1/2, , 18, 
2014/12/31, , 18, 
2015/1/24, , 15, 
2014/7/8, , 12, 
2014/7/29, , 13, 
2014/5/14, , 15, 
2014/5/27, , 11, 
2014/2/23, , 13, 
2014/3/2, , 21, 
2014/3/9, , 10, 
2018/8/17, , , 38
2018/8/18, , , 48
2018/8/19, , , 31
2018/8/20, , , 37
2018/5/13, , , 
2018/6/8, , , 
2017/9/8, , , 32
2017/6/5, , , 
2017/6/6, , , 
2017/6/7, , , 
2017/6/13, , , 
2016/8/9, , , 27
2016/8/10, , , 34
